Year	Age	Croatia	Lithuania	Slovakia	SouthKorea	Sweden
103	2	0.02322288	0.029960173	0.029208914	0.012660699	0.015332542
103	3	0.074234177	0.060459104	0.070647735	0.044505741	0.043621075
103	4	0.22640212	0.187750904	0.216349915	0.146334579	0.168280987
104	1	0.004000813	0.005046624	0.004042357	0.001919136	0.001604278
104	2	0.027940028	0.031090745	0.027598128	0.012764345	0.01570765
104	3	0.082212616	0.065265477	0.078617145	0.043788659	0.046768086
104	4	0.219266237	0.198479527	0.266329485	0.1545554	0.189115776
105	1	0.004085368	0.005745348	0.004365872	0.001803946	0.00151291
105	2	0.030716969	0.031384396	0.02831431	0.012458804	0.016543242
105	3	0.091265891	0.070960425	0.088582189	0.040896032	0.048220148
105	4	0.287125819	0.22544234	0.260303405	0.150800906	0.206652717
106	1	0.003989468	0.005352983	0.004061919	0.001770343	0.001711324
106	2	0.032979072	0.03459846	0.029750543	0.011760245	0.014819017
106	3	0.104825395	0.075000876	0.088582189	0.040995925	0.047206764
106	4	0.329295486	0.2276671	0.265615719	0.152494302	0.205653429
107	1	0.003452424	0.006053635	0.004628377	0.001866451	0.001595583
107	2	0.027621461	0.02665783	0.030366072	0.011773154	0.013327795
107	3	0.096481085	0.079546384	0.085833816	0.041209446	0.046108933
107	4	0.311931505	0.218768061	0.22710144	0.133800336	0.205253714
108	1	0.00425799	0.005072722	0.004186263	0.0017592	0.00151291
108	2	0.027621461	0.031006271	0.027903958	0.012134611	0.013933604
108	3	0.085529178	0.068687671	0.087313709	0.040035083	0.044251064
108	4	0.256118711	0.246948353	0.237726069	0.139166196	0.179671946
109	1	0.003394884	0.005521139	0.003979022	0.001876383	0.001430237
109	2	0.028454867	0.029682832	0.028109134	0.012846123	0.014166608
109	3	0.084312299	0.068182615	0.081605549	0.040319302	0.041633157
109	4	0.248056863	0.243982007	0.252334934	0.150801213	0.180871091
110	1	0.003183902	0.004820487	0.003688885	0.0017592	0.00160385
110	2	0.024883126	0.02665783	0.024313375	0.011863518	0.01435301
110	3	0.07527263	0.083334307	0.078434349	0.039458578	0.040113082
110	4	0.218910182	0.205419501	0.212492576	0.14245495	0.179072373
111	1	0.003337343	0.004764435	0.004158631	0.001831629	0.001521177
111	2	0.022144792	0.027981269	0.025544432	0.012018428	0.014213208
111	3	0.073534232	0.073990763	0.069977815	0.039906971	0.047291213
111	4	0.204646912	0.193554115	0.225109322	0.135790897	0.189664824
112	1	0.002957757	0.005885478	0.003523093	0.001800986	0.001595583
112	2	0.02360401	0.027225018	0.023287494	0.011798972	0.013840403
112	3	0.071861492	0.066162389	0.068709335	0.040355364	0.047375662
112	4	0.186756236	0.212093781	0.19854775	0.130944313	0.20225585
113	1	0.003701766	0.004820487	0.003315852	0.001785664	0.001479841
113	2	0.02226385	0.028359394	0.026262549	0.011915155	0.01430641
113	3	0.071621994	0.06464722	0.066595202	0.038455032	0.046024484
113	4	0.191623927	0.182430315	0.223117204	0.131550136	0.190464254
114	1	0.003011281	0.005072722	0.003122427	0.001693735	0.001636919
114	2	0.020358921	0.028359394	0.022877142	0.011902246	0.012861789
114	3	0.067797519	0.057323902	0.054967468	0.038924777	0.042815437
114	4	0.161236961	0.169823342	0.189915239	0.125318814	0.168280065
115	1	0.003586685	0.004820487	0.003578357	0.001887344	0.00160385
115	2	0.019644573	0.029304707	0.021543497	0.011940973	0.012768587
115	3	0.062408485	0.055051148	0.061944108	0.038497736	0.043322129
115	4	0.197825348	0.160182716	0.162689628	0.130598128	0.172077359
116	1	0.003164722	0.005212852	0.003536909	0.001752427	0.001529445
116	2	0.021311386	0.025145329	0.021646085	0.010870854	0.012022976
116	3	0.063451524	0.055303676	0.067229442	0.036818221	0.041970952
116	4	0.200305917	0.165373822	0.197219672	0.127517916	0.148694024
117	1	0.003126362	0.00501667	0.003371116	0.00174686	0.001562514
117	2	0.018811167	0.022120327	0.02297973	0.011064591	0.012069577
117	3	0.060322408	0.061616881	0.058561495	0.03888928	0.042730989
117	4	0.182321794	0.169081755	0.175306375	0.126565518	0.163683341
118	1	0.003548325	0.004400096	0.003329668	0.001738494	0.001479841
118	2	0.02404972	0.023632828	0.021953849	0.012149111	0.014166608
118	3	0.057367131	0.06035424	0.056235948	0.037992101	0.0420554
118	4	0.170539093	0.172048102	0.1706581	0.13392308	0.159486332
119	1	0.003126362	0.005352983	0.003467828	0.001671449	0.001612117
119	2	0.02226385	0.024200016	0.024210787	0.011824791	0.012721986
119	3	0.05893169	0.053535979	0.059829975	0.037344725	0.038086316
119	4	0.171779378	0.169823342	0.165345785	0.121078053	0.15808733
120	1	0.003375704	0.004792461	0.003163875	0.001806557	0.001372366
120	2	0.021192328	0.028170331	0.023184906	0.012044246	0.013980205
120	3	0.063103845	0.055051148	0.065115308	0.037088501	0.039944185
120	4	0.170539093	0.154991609	0.159369432	0.128434475	0.164482771
121	1	0.003337343	0.004736409	0.003467828	0.001727364	0.001504643
121	2	0.023811604	0.025712517	0.024313375	0.011387318	0.013187993
121	3	0.065711442	0.061616881	0.057504428	0.038654635	0.042308746
121	4	0.164957814	0.168340169	0.169330021	0.119294648	0.159286475
122	1	0.003227204	0.004428122	0.003840862	0.001748057	0.001554246
122	2	0.021576537	0.023632828	0.021235733	0.011953882	0.011929775
122	3	0.066471706	0.059596656	0.054967468	0.039906971	0.040366428
122	4	0.165044471	0.165373822	0.136128056	0.122203153	0.153290748
123	1	0.002804808	0.005521139	0.003177691	0.001769155	0.001587315
123	2	0.018957191	0.026846893	0.021030557	0.011335835	0.013327795
123	3	0.057772015	0.054041035	0.050950615	0.036454703	0.039353045
123	4	0.174387155	0.177239208	0.157377314	0.122757668	0.153490606
124	1	0.003126362	0.004876539	0.003384932	0.001784272	0.001372366
124	2	0.019763631	0.026846893	0.018876207	0.010959877	0.012395782
124	3	0.060322408	0.061616881	0.055601708	0.037302021	0.036312896
124	4	0.156275824	0.146834156	0.15140096	0.118827853	0.142698297
125	1	0.003030461	0.004792461	0.003136243	0.001809343	0.001545979
125	2	0.018573051	0.025712517	0.020004676	0.011553698	0.014399611
125	3	0.053716496	0.059596656	0.055813121	0.035700618	0.034792821
125	4	0.164957814	0.166856995	0.148744803	0.124107168	0.146495591
126	1	0.003414064	0.004259965	0.003481644	0.001741725	0.001537712
126	2	0.021906676	0.021742202	0.021338321	0.011661252	0.012675386
126	3	0.05893169	0.055556204	0.051796268	0.038042272	0.037157382
126	4	0.173639804	0.147575743	0.158705392	0.118268202	0.141898867
127	1	0.003164722	0.0045122	0.002818474	0.001652158	0.001471574
127	2	0.019525515	0.02306564	0.020927968	0.0109873	0.013887004
127	3	0.051282739	0.053788507	0.049470721	0.035643826	0.031668223
127	4	0.17239952	0.166856995	0.137456135	0.111071469	0.138101574
128	1	0.003030461	0.004820487	0.003398748	0.001753843	0.001463306
128	2	0.018930225	0.021931265	0.022671966	0.010961419	0.013187993
128	3	0.055281054	0.05757643	0.047568001	0.036476549	0.038001868
128	4	0.135811133	0.137935116	0.144760567	0.115744982	0.13510371
129	1	0.003529145	0.004568252	0.003315852	0.001734128	0.001455039
129	2	0.022501966	0.026090642	0.020722792	0.010495147	0.01225598
129	3	0.061886966	0.049748056	0.054121815	0.036618756	0.035130615
129	4	0.167438383	0.163149062	0.142768449	0.119087491	0.125710405
130	1	0.00293456	0.004764435	0.003274404	0.001748973	0.001297961
130	2	0.019049283	0.021553139	0.02246679	0.010719888	0.013840403
130	3	0.054064175	0.05050564	0.060675628	0.034752972	0.035637307
130	4	0.188523216	0.159441129	0.148744803	0.111843496	0.140100149
131	1	0.003682586	0.004287991	0.003716517	0.001693865	0.001388901
131	2	0.022025734	0.021931265	0.020927968	0.011550933	0.012395782
131	3	0.054759535	0.045455076	0.049047895	0.034916814	0.035975101
131	4	0.173019662	0.161665889	0.136792096	0.110589745	0.135503425
132	1	0.003586685	0.004848513	0.003094795	0.00163802	0.001570781
132	2	0.020239863	0.022876578	0.021338321	0.010959877	0.011976376
132	3	0.065885281	0.052273338	0.054333228	0.0344622	0.032934952
132	4	0.168058525	0.155733196	0.135464017	0.104893924	0.134903853
133	1	0.003164722	0.004960617	0.0033573	0.001670056	0.001463306
133	2	0.02107327	0.019662513	0.021543497	0.010792058	0.011696771
133	3	0.05858401	0.050000584	0.054967468	0.03582873	0.035637307
133	4	0.182321794	0.159441129	0.162025589	0.105759386	0.129507699
134	1	0.003107182	0.005100748	0.003481644	0.001750843	0.001405436
134	2	0.02107327	0.020985951	0.020620204	0.011631153	0.011370567
134	3	0.053194976	0.055556204	0.053698988	0.034846536	0.036735139
134	4	0.132710422	0.166115409	0.154721157	0.114240907	0.124711117
135	1	0.003318163	0.004231939	0.003799414	0.001711842	0.001463306
135	2	0.024764068	0.025712517	0.022056437	0.011669881	0.011650171
135	3	0.062756165	0.041919682	0.063846828	0.0365547	0.036735139
135	4	0.22139075	0.143126223	0.174642336	0.119000945	0.134104422
136	1	0.003241443	0.004231939	0.003633621	0.001742686	0.001479841
136	2	0.02166856	0.027414081	0.020620204	0.011064763	0.012582184
136	3	0.063973044	0.050758169	0.059407148	0.037544064	0.035130615
136	4	0.185422505	0.152025262	0.154057117	0.118169272	0.136302856
137	1	0.003145542	0.004792461	0.003854678	0.001623506	0.001347565
137	2	0.020120805	0.02230939	0.022569378	0.010578109	0.013467597
137	3	0.050761219	0.045707605	0.056024535	0.035530236	0.034961718
137	4	0.138291701	0.149800502	0.12351131	0.115362215	0.133904565
138	1	0.002972921	0.003587339	0.003315852	0.001829746	0.001446772
138	2	0.021192328	0.022687515	0.020517616	0.010706941	0.012116178
138	3	0.0502397	0.044444964	0.053698988	0.034390413	0.038677456
138	4	0.155035539	0.124586557	0.146088646	0.116343833	0.12531069
139	1	0.003203082	0.004652331	0.0033573	0.001766602	0.001446772
139	2	0.020120805	0.021553139	0.022159025	0.011104534	0.01160357
139	3	0.057888651	0.056313789	0.056658775	0.036177124	0.037157382
139	4	0.150074402	0.163149062	0.13214382	0.118062686	0.138301431
140	1	0.003011281	0.004231939	0.003440196	0.001719867	0.001397168
140	2	0.019049283	0.024010953	0.022261614	0.011521876	0.013141393
140	3	0.059974728	0.053030922	0.054121815	0.037024283	0.038339662
140	4	0.128989569	0.145350983	0.149408842	0.118281862	0.13590314
141	1	0.003088002	0.004259965	0.00328822	0.001740523	0.001413703
141	2	0.020835154	0.022120327	0.021440909	0.011520759	0.012628785
141	3	0.04989202	0.05757643	0.056235948	0.037259347	0.038001868
141	4	0.145733407	0.13274401	0.153393078	0.123670008	0.138501289
142	1	0.003414064	0.004316017	0.003094795	0.001725771	0.001438505
142	2	0.021192328	0.025145329	0.022261614	0.011540789	0.012861789
142	3	0.055976413	0.054293563	0.057081601	0.036981741	0.036819587
142	4	0.145733407	0.154250022	0.16999406	0.117443115	0.13350485
143	1	0.003337343	0.004708383	0.00388231	0.001799819	0.001562514
143	2	0.020835154	0.027225018	0.021030557	0.010935615	0.011184164
143	3	0.05875785	0.04772783	0.058561495	0.036284106	0.03665069
143	4	0.171779378	0.163149062	0.169330021	0.117909132	0.131905989
144	1	0.003375704	0.004988644	0.00328822	0.001696932	0.001669988
144	2	0.020835154	0.027603143	0.022877142	0.011246502	0.013281195
144	3	0.053716496	0.056566317	0.064903895	0.039124477	0.040619774
144	4	0.187903074	0.159441129	0.175306375	0.120830873	0.147095164
145	1	0.003241443	0.004428122	0.003592173	0.001791436	0.001504643
145	2	0.023335372	0.025334392	0.022877142	0.011684336	0.01295499
145	3	0.05841017	0.056818845	0.055178881	0.039081558	0.039944185
145	4	0.175500231	0.163149062	0.187923122	0.124660139	0.150892457
146	1	0.003375704	0.004876539	0.003675069	0.00182649	0.001545979
146	2	0.022621024	0.024010953	0.023390082	0.011711253	0.013840403
146	3	0.053890336	0.061364353	0.053910401	0.038824839	0.037664073
146	4	0.162477245	0.167598582	0.162689628	0.132862013	0.142298582
147	1	0.00291538	0.004652331	0.003108611	0.001827451	0.001488108
147	2	0.021430444	0.024767204	0.019081383	0.011669881	0.013327795
147	3	0.058062491	0.059596656	0.057927255	0.040825109	0.039606391
147	4	0.171159236	0.179463968	0.152729039	0.132934874	0.140499864
148	1	0.003126362	0.004063783	0.003232956	0.001791853	0.001653454
148	2	0.024168778	0.027981269	0.024005611	0.012293764	0.012908389
148	3	0.057193292	0.067930086	0.058138668	0.040006582	0.041633157
148	4	0.186662789	0.166856995	0.156713274	0.129780606	0.154889609
149	1	0.003088002	0.00501667	0.003191507	0.001777508	0.001314496
149	2	0.020239863	0.021364077	0.022877142	0.01212309	0.01230258
149	3	0.060148568	0.053283451	0.057715841	0.039059976	0.039015251
149	4	0.181701652	0.168340169	0.171322139	0.135480359	0.143497728
150	1	0.0028962	0.004904565	0.003384932	0.001734128	0.001645186
150	2	0.020835154	0.028548456	0.02246679	0.011463334	0.013607399
150	3	0.067276	0.057828958	0.062155522	0.040035083	0.041886503
150	4	0.166198098	0.165373822	0.158041353	0.141502942	0.1506926
151	1	0.002761939	0.0051568	0.003785598	0.001805165	0.001339297
151	2	0.019763631	0.02230939	0.021851261	0.011695699	0.012395782
151	3	0.060322408	0.058586543	0.055813121	0.040483476	0.039353045
151	4	0.174880088	0.172789689	0.157377314	0.140377842	0.159886048
152	1	0.003567505	0.0045122	0.003384932	0.001791428	0.001570781
152	2	0.022025734	0.026846893	0.023082318	0.011258153	0.013747201
152	3	0.059453209	0.05757643	0.057715841	0.040896402	0.041886503
152	4	0.188523216	0.139418289	0.177298493	0.141192523	0.150492742
153	1	0.003490784	0.004736409	0.003219139	0.001770519	0.001455039
153	2	0.02166856	0.023254703	0.023595259	0.011748648	0.012861789
153	3	0.065537602	0.063384579	0.053698988	0.040789697	0.041379811
153	4	0.180461368	0.182430315	0.165345785	0.146472979	0.163483484
154	1	0.003418722	0.004231939	0.003274404	0.001859678	0.001339297
154	2	0.022173189	0.023254703	0.023903023	0.012097366	0.013933604
154	3	0.064027059	0.055556204	0.060464215	0.041536711	0.040957568
154	4	0.179343212	0.144609396	0.158041353	0.139548355	0.168280065
155	1	0.003011281	0.005072722	0.003827046	0.001833022	0.001438505
155	2	0.025002184	0.024956267	0.024621139	0.012160429	0.013327795
155	3	0.057193292	0.057323902	0.057715841	0.043878451	0.040788671
155	4	0.179221084	0.176497622	0.168001943	0.159850724	0.172277216
156	1	0.003322601	0.005857452	0.003827046	0.001907014	0.001595583
156	2	0.022885986	0.024200016	0.024621139	0.012729842	0.013654
156	3	0.069425137	0.055051148	0.060464215	0.045721596	0.047544559
156	4	0.19979278	0.181688728	0.180618689	0.166120287	0.175674795
157	1	0.003352751	0.0055477	0.003900896	0.001966253	0.001507332
157	2	0.025249826	0.025536335	0.025226078	0.013026446	0.014493045
157	3	0.067779186	0.063056488	0.056439679	0.047172543	0.046156528
157	4	0.205019226	0.177055551	0.178274265	0.173244139	0.184203307
158	1	0.003430722	0.005177854	0.004068078	0.002022528	0.001695749
158	2	0.021991784	0.026671283	0.025029766	0.012628859	0.014306639
158	3	0.073893288	0.056725516	0.065362129	0.049461497	0.04051786
158	4	0.222846985	0.172719497	0.178920186	0.175009318	0.182005653
159	1	0.003879055	0.005234753	0.004207395	0.002007678	0.001490948
159	2	0.02234086	0.029319496	0.024538986	0.013920333	0.012768792
159	3	0.072146402	0.064829161	0.067644616	0.051332895	0.043981613
159	4	0.232949382	0.204517228	0.200881509	0.178721482	0.187200107
160	1	0.003118838	0.004950256	0.00392876	0.0019818	0.001368068
160	2	0.022922653	0.024023071	0.022674023	0.012077571	0.015238668
160	3	0.071797025	0.068627744	0.064117136	0.04857232	0.045914871
160	4	0.218092916	0.207407931	0.173752816	0.174395493	0.170617813
161	1	0.003419514	0.005064055	0.004304918	0.001998755	0.0015401
161	2	0.022278525	0.030454444	0.026403949	0.012591502	0.014819255
161	3	0.07331432	0.072426328	0.069512105	0.04643852	0.039792888
161	4	0.210615869	0.20596258	0.181503871	0.168296764	0.16961888
162	1	0.003606157	0.004722658	0.00345508	0.001897758	0.001490948
162	2	0.026995205	0.03177855	0.025520545	0.011439207	0.015658081
162	3	0.066731055	0.074958717	0.0703421	0.044493713	0.042934432
162	4	0.209179037	0.232701581	0.197005981	0.149882762	0.184403094
163	1	0.004171446	0.005433901	0.003399352	0.001742548	0.001572868
163	2	0.021875425	0.030454444	0.024048206	0.010908532	0.014493045
163	3	0.073369222	0.072426328	0.071172096	0.040933088	0.047767576
163	4	0.196105347	0.221861445	0.19119269	0.15305888	0.18400352
164	1	0.003294273	0.004751107	0.004068078	0.001887628	0.00162202
164	2	0.021991784	0.031211076	0.028170756	0.012111654	0.014586248
164	3	0.076338929	0.078757301	0.074284578	0.041249469	0.048250891
164	4	0.19907664	0.23125623	0.222842831	0.14415936	0.200386027
165	1	0.003820577	0.005519251	0.004318849	0.001804386	0.001736709
165	2	0.023271729	0.026860441	0.029741251	0.011365445	0.016077494
165	3	0.075290797	0.0696407	0.078849552	0.039930326	0.047687024
165	4	0.233543641	0.253659177	0.228010201	0.13727798	0.206579414
166	1	0.004210432	0.005092504	0.004472099	0.001960718	0.001712133
166	2	0.02490075	0.027617073	0.02758182	0.010826595	0.014539647
166	3	0.077212372	0.069134222	0.079887046	0.039540024	0.049781387
166	4	0.233543641	0.220416094	0.233823492	0.133977341	0.21037536
167	1	0.003508693	0.004751107	0.003803374	0.001922558	0.001662981
167	2	0.025366184	0.026860441	0.025324234	0.011611689	0.016030892
167	3	0.0737186	0.068121267	0.068059613	0.036746957	0.046156528
167	4	0.202047933	0.200181174	0.193776375	0.126557582	0.19239456
168	1	0.003645142	0.004551959	0.003719783	0.00182099	0.001703941
168	2	0.02234086	0.025158019	0.022575867	0.010689168	0.015704682
168	3	0.061315707	0.065588878	0.06515463	0.037460397	0.043981613
168	4	0.19907664	0.179946254	0.186671241	0.116455238	0.178809067
169	1	0.003099346	0.004950256	0.004137736	0.001897858	0.001531908
169	2	0.021991784	0.023833913	0.025520545	0.011376837	0.015052262
169	3	0.062538528	0.064575922	0.063702138	0.035925437	0.043498299
169	4	0.205019226	0.171996821	0.163418076	0.117649087	0.178409493
170	1	0.003528186	0.005007155	0.003273967	0.001914609	0.001597444
170	2	0.024086239	0.028562863	0.024048206	0.011026753	0.014679451
170	3	0.06480948	0.060524099	0.059759661	0.036329632	0.045673214
170	4	0.181248881	0.208853282	0.180212029	0.118047345	0.180207573
171	1	0.003450215	0.004950256	0.003246103	0.001844742	0.001474564
171	2	0.021060915	0.026860441	0.024146362	0.01058923	0.014027031
171	3	0.061665085	0.057738471	0.064324635	0.038570845	0.039551231
171	4	0.173523519	0.175610199	0.175044659	0.120994803	0.160428693
172	1	0.002982389	0.004665758	0.003023195	0.00183217	0.001253379
172	2	0.019664611	0.029319496	0.022968491	0.011126675	0.012302778
172	3	0.057821935	0.05799171	0.050422214	0.037985198	0.038906812
172	4	0.169957967	0.170551469	0.155667021	0.120438039	0.156033387
173	1	0.003801084	0.004409711	0.00306499	0.00172596	0.001613828
173	2	0.022457218	0.024779703	0.020220125	0.01032673	0.013281408
173	3	0.057297869	0.053180171	0.052704701	0.037723075	0.037054106
173	4	0.182437399	0.145257819	0.144040439	0.120676644	0.1378528
174	1	0.003157824	0.004267462	0.003329694	0.001843353	0.001482756
174	2	0.017570155	0.024779703	0.023459271	0.010651664	0.014493045
174	3	0.053454719	0.056978755	0.053327197	0.03630931	0.034637534
174	4	0.152724467	0.165492739	0.14468636	0.12107523	0.1468432
175	1	0.003469708	0.004864906	0.003329694	0.001781867	0.001425412
175	2	0.020362763	0.026103809	0.020907216	0.010239085	0.013001799
175	3	0.051183767	0.05343341	0.054157192	0.036996077	0.036409687
175	4	0.166986674	0.183559632	0.147915966	0.120597236	0.132258773
176	1	0.00304547	0.005035605	0.003566534	0.001809597	0.001409028
176	2	0.021437945	0.021942332	0.022477711	0.011163139	0.012582386
176	3	0.056309641	0.047862154	0.053534696	0.035845117	0.030771019
176	4	0.149858115	0.174164848	0.162126234	0.116553686	0.130860267
177	1	0.003118838	0.004779557	0.003761579	0.001777449	0.001310724
177	2	0.017570155	0.025914651	0.021692464	0.010038068	0.012535785
177	3	0.057996623	0.050901021	0.052704701	0.036693321	0.032784829
177	4	0.167580933	0.143812468	0.149207809	0.110979422	0.122469227
178	1	0.003567171	0.00443816	0.003204308	0.001750702	0.001253379
178	2	0.021991784	0.027427915	0.022575867	0.010649256	0.012069771
178	3	0.052231899	0.052167215	0.058514668	0.035394184	0.033348696
178	4	0.163421123	0.156820631	0.153083336	0.123371739	0.1288624
179	1	0.003021375	0.003897615	0.003092853	0.00178906	0.001343492
179	2	0.019199176	0.021374858	0.019631189	0.010790603	0.011650358
179	3	0.058695378	0.047608915	0.057062176	0.035548576	0.033912563
179	4	0.152130209	0.131526981	0.141456754	0.120072911	0.134656213
180	1	0.003352751	0.004096763	0.003441148	0.0016515	0.001261571
180	2	0.020130045	0.025158019	0.019729345	0.010899239	0.010997938
180	3	0.049960947	0.05115426	0.058722166	0.034485606	0.031012676
180	4	0.158667054	0.148148522	0.136935305	0.112938106	0.131459627
181	1	0.002884925	0.005092504	0.003232171	0.001696632	0.001220611
181	2	0.018151949	0.020996542	0.018551473	0.010451916	0.013607618
181	3	0.047864683	0.050141304	0.051874705	0.03410848	0.032543172
181	4	0.157478536	0.123577548	0.136935305	0.115738333	0.129261973
182	1	0.002767969	0.004637308	0.003315762	0.001633336	0.00141722
182	2	0.018966459	0.021564016	0.020514592	0.010486768	0.013001799
182	3	0.056075049	0.051407499	0.053949694	0.034647131	0.037537421
182	4	0.152130209	0.119241493	0.135643462	0.114610673	0.141249173
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
